#{"t_start": 1636646239.809061, "env_id": "IntelligentPantry-v1"}
r,l,t
-5.330389,5,20.784749
-5.686438,5,20.962297
-4.378687,5,21.13918
-6.152619,5,21.316813
-6.70866,5,21.492701
-5.906006,5,21.664593
-6.905188,5,21.837748
-5.649368,5,22.005187
-5.25297,5,22.176646
-5.33741,5,22.349506
-7.552032,5,22.519482
-8.534872,5,22.692957
-6.637551,5,22.865306
-5.445114,5,23.033236
-4.760815,5,23.204336
-4.428902,5,23.370308
-4.886117,5,23.547228
-7.522958,5,23.729272
-6.056825,5,23.898847
-4.67649,5,24.09405
-5.925868,5,24.266016
-8.549341,5,24.433607
-4.721769,5,24.611344
-4.958705,5,24.787221
-6.15054,5,24.958554
-4.01429,5,25.129303
-4.449275,5,25.299023
-5.133032,5,25.466183
-5.676744,5,25.637227
-6.795449,5,25.81176
-4.711513,5,25.976625
-7.220984,5,26.202956
-3.87602,5,26.495409
-5.495046,5,26.712604
-7.290287,5,26.899962
-6.972122,5,27.095562
-6.876389,5,27.282659
-6.643553,5,27.456261
-4.900344,5,27.690574
-6.088689,5,27.909433
-6.109938,5,28.14143
-4.838311,5,28.392928
-3.632334,5,28.662914
-5.37617,5,28.917674
-5.70568,5,29.151404
-6.816952,5,29.35923
-5.194983,5,29.560632
-7.057475,5,29.748248
-5.330309,5,29.926975
-7.01764,5,30.189325
-4.864683,5,30.402593
-4.533095,5,30.596328
-5.953303,5,30.781687
-3.687822,5,31.006235
-6.935275,5,31.179057
-6.868401,5,31.362612
-6.149085,5,31.540801
-4.370125,5,31.726645
-5.720756,5,31.90539
-5.680854,5,32.088042
-6.578337,5,32.259344
-4.357897,5,32.443281
-5.441272,5,32.613885
-4.669242,5,32.786394
-7.054244,5,32.963041
-5.991862,5,33.169881
-3.080012,5,33.495746
-7.111044,5,33.706848
-3.969267,5,33.889472
-4.495232,5,34.065793
-4.55783,5,34.243478
-4.517349,5,34.53511
-5.666635,5,34.724732
-5.441289,5,34.900983
-5.220379,5,35.07893
-8.091634,5,35.256309
-6.158799,5,35.430869
-5.673492,5,35.63146
-2.721422,5,35.834825
-5.499169,5,36.020208
-6.206276,5,36.205501
-4.455552,5,36.392581
-6.697529,5,36.568285
-3.644579,5,36.760115
-5.515544,5,36.959705
-5.611559,5,37.170861
-4.983283,5,37.34217
-3.529662,5,37.513727
-5.229398,5,37.687858
-5.236465,5,37.963157
-6.894954,5,38.206082
-3.388281,5,38.380327
-5.585224,5,38.582945
-5.181165,5,38.888292
-4.857687,5,39.087913
-3.757497,5,39.264643
-4.803586,5,39.481793
-3.150412,5,39.663358
-4.59417,5,39.855187
-5.338293,5,40.046832
-5.1228,5,40.212624
-2.913118,5,40.404748
-4.033799,5,40.574471
-3.336929,5,40.783148
-4.393738,5,40.966904
-3.379505,5,41.142251
-4.036576,5,41.333987
-3.355926,5,41.515929
-3.759115,5,41.69034
-3.028983,5,41.877266
-3.988297,5,42.052694
-3.726629,5,42.280749
-5.19072,5,42.447574
-4.134762,5,42.637101
-3.133779,5,42.82633
-3.162225,5,43.004896
-2.179471,5,43.196958
-3.653389,5,43.392321
-3.446772,5,43.67833
-5.407045,5,43.910366
-4.894573,5,44.091317
-3.869032,5,44.267629
-5.039106,5,44.610966
-5.387104,5,44.825066
-4.963764,5,45.008022
-3.998968,5,45.194147
-4.3121,5,45.371443
-3.677501,5,45.550557
-2.294046,5,45.729938
-4.853467,5,45.926489
-2.581704,5,46.131538
-3.303546,5,46.331212
-3.206185,5,46.544953
-3.864244,5,46.778968
-4.013891,5,46.994262
-3.885933,5,47.206889
-3.892406,5,47.514376
-4.247008,5,47.742102
-2.657795,5,47.919744
-3.138036,5,48.214238
-3.828496,5,48.431628
-3.501191,5,48.629406
-2.757227,5,48.810092
-3.775619,5,48.988322
-5.844976,5,49.174244
-3.890493,5,49.363461
-4.015522,5,49.534592
-4.483741,5,49.725277
-1.897108,5,49.920949
-3.470503,5,50.120326
-2.819714,5,50.314795
-3.787408,5,50.492738
-3.447837,5,50.708968
-3.336588,5,50.906242
-2.810594,5,51.121096
-4.495453,5,51.313602
-3.115199,5,51.484592
-4.374503,5,51.679696
-3.985542,5,51.866166
-2.781557,5,52.059846
-3.640828,5,52.231204
-3.160064,5,52.416461
-2.329477,5,52.587525
-4.65767,5,52.776108
-3.91891,5,52.950958
-4.471549,5,53.155394
-3.583839,5,53.343106
-3.14104,5,53.532531
-2.354312,5,53.719837
-3.735323,5,53.906243
-3.559824,5,54.097646
-3.604985,5,54.268598
-4.377219,5,54.473972
-4.099413,5,54.656475
-2.06224,5,54.847998
-2.22946,5,55.053458
-3.15389,5,55.230101
-2.413227,5,55.401468
-4.489031,5,55.572145
-2.541988,5,55.760265
-2.343491,5,55.925667
-3.876663,5,56.106124
-3.113676,5,56.27035
-4.274521,5,56.451565
-2.096991,5,56.629642
-2.487303,5,56.806359
-3.084454,5,56.999111
-3.623974,5,57.316806
-2.870033,5,57.499794
-5.064885,5,57.670681
-4.03371,5,57.844604
-3.179305,5,58.148349
-2.788435,5,58.351046
-2.763226,5,58.539905
-3.343032,5,58.719502
-2.507502,5,58.913237
-2.058401,5,59.108303
-3.642568,5,59.329041
-3.632597,5,59.576675
-3.623127,5,59.780631
-3.853567,5,59.966431
-3.811502,5,60.161675
-3.343002,5,60.431302
-2.610923,5,60.664811
-3.798612,5,60.883158
-2.921776,5,61.065664
-3.171516,5,61.25871
-3.411884,5,61.529145
-3.273385,5,61.788243
-2.634606,5,62.038635
-3.364396,5,62.230023
-3.360233,5,62.408072
-4.253845,5,62.584633
-2.506918,5,62.79642
-2.97387,5,62.995451
-2.586076,5,63.205402
-2.796912,5,63.418789
-4.53939,5,63.657961
-2.784375,5,63.891202
-2.987997,5,64.099052
-3.826661,5,64.305911
-3.373243,5,64.506948
-4.474051,5,64.709311
-4.31158,5,64.910248
-2.144701,5,65.111026
-3.74394,5,65.310041
-5.279396,5,65.509271
-4.133299,5,65.71318
-4.688251,5,65.92818
-3.191109,5,66.134252
-3.389891,5,66.336942
-3.170961,5,66.536287
-2.056093,5,66.73864
-2.542705,5,66.94048
-2.574049,5,67.142114
-3.22806,5,67.34334
-3.434055,5,67.546147
-2.566495,5,67.754977
-3.875808,5,67.958198
-3.295962,5,68.178852
-3.166275,5,68.3718
-3.078183,5,68.573627
-2.975144,5,68.791909
-2.490154,5,68.988967
-2.645179,5,69.188598
-2.655537,5,69.387523
-3.04048,5,69.588875
-2.354869,5,69.789783
-3.383378,5,69.992178
-3.685564,5,70.192264
-3.862748,5,70.390695
-2.791094,5,70.586447
-3.080213,5,70.788862
-2.241599,5,70.983933
-3.297097,5,71.181457
-3.073322,5,71.379115
-2.101173,5,71.576802
-2.834408,5,71.777694
-4.00644,5,71.976457
-2.927016,5,72.171782
-2.713868,5,72.36901
-2.49355,5,72.566217
-2.408133,5,72.763303
-2.03329,5,72.96379
-1.790811,5,73.167256
-3.453975,5,73.366932
-2.626526,5,73.568942
-3.591993,5,73.767011
-3.798121,5,73.963288
-3.531734,5,74.163101
-3.175451,5,74.363291
-2.85005,5,74.564192
-2.335344,5,74.762264
-3.123438,5,74.964718
-2.968778,5,75.158742
-2.944189,5,75.402656
-2.573306,5,75.666826
-1.927441,5,75.87588
-2.350027,5,76.080796
-2.737138,5,76.279772
-2.991376,5,76.479264
-2.55931,5,76.689652
-2.221172,5,76.887334
-2.653835,5,77.093906
-2.535853,5,77.290288
-3.179301,5,77.489619
-2.637368,5,77.693817
-3.223818,5,77.894777
-2.930116,5,78.094445
-3.083442,5,78.292993
-2.243956,5,78.491556
-1.675183,5,78.695102
-1.746267,5,78.89365
-1.96842,5,79.090857
-2.593576,5,79.29752
-1.430637,5,79.500478
-3.364252,5,79.703
-2.320012,5,79.903361
-1.828077,5,80.103456
-1.485148,5,80.326347
-1.954194,5,80.525985
-2.195676,5,80.742611
-3.413924,5,80.941348
-2.556862,5,81.141734
-3.235798,5,81.345609
-2.22493,5,81.542838
-2.919246,5,81.742436
-1.911597,5,81.941451
-3.263446,5,82.14391
-2.824608,5,82.340877
-2.929441,5,82.539134
-2.381871,5,82.736262
-2.652822,5,82.936979
-3.022177,5,83.132351
-2.817684,5,83.332976
-2.371512,5,83.543753
-2.754437,5,83.799143
-3.54661,5,84.007807
-3.876239,5,84.205703
-2.702009,5,84.455873
-1.81884,5,84.667757
-3.676665,5,84.873175
